urn,author,date
urn:cts:greekLit:tlg0588,"Trophilus, Paradoxographus, 1. Jh. n. Chr.",100 CE
urn:cts:greekLit:tlg0647,Tryphiodorus,300 CE
urn:cts:greekLit:tlg0609,"Tryphon, 1st cent. B.C.",100 BCE
urn:cts:greekLit:tlg1740,"Tryphon, Epigrammaticus, 1. Jh. v. Chr./1. Jh. n. Chr",100 BCE-100 CE
urn:cts:greekLit:tlg1742,"Tullius, Geminus, 1. Jh. n. Chr.",100 CE
urn:cts:greekLit:tlg1743,"Laurea, Tullius, 1st cent. B.C.",100 BCE
urn:cts:greekLit:tlg1744,"Tymnes, Epigrammaticus, 3. Jh. v. Chr.",300 BCE
urn:cts:greekLit:tlg0367,"Tynnichus, Chalcidensis, 6./4. Jh. v. Chr",700 BCE
urn:cts:greekLit:tlg1266,Tyrannion Amisenus,100 BCE
urn:cts:greekLit:tlg1611,Tyrannion Iunior ca. 1. Jh. v. Chr./1. Jh.,100 BCE-100 CE
urn:cts:greekLit:tlg0266,Tyrtaeus,700 BCE
urn:cts:greekLit:tlg2604,"Ulpianus, Rhetorician",400 CE
urn:cts:greekLit:tlg2461,"Uranius, Historicus, ca. 1. Jh. v. Chr. bzw. 6. Jh. n. Chr",
urn:cts:greekLit:tlg1764,Vettius Valens,200 CE
urn:cts:greekLit:tlg0527,Bible. O.T.,300 BCE-300 CE
urn:cts:greekLit:tlg1779,"Philonides, Epicureus, geb. ca. 200 v. Chr./Anonymus Epicureus",200 CE
urn:cts:greekLit:tlg1751,"Xanthus, Lydius,  fl.5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlgnone,"Xanthus, Lyricus, 7. Jh. v. Chr",700 BCE
urn:cts:greekLit:tlg1752,"Xenagoras, Historicus, ca. 3. Jh. v. Chr. bzw. 1. Jh. n. Chr.",400 BCE-100 BCE
urn:cts:greekLit:tlg0518,"Xenarchus, Comicus, fl. 4. Jh. v. Chr.",400 BCE
urn:cts:greekLit:tlg2355,"Xeniades, Corinthius, ca. 5.Jh.v.Chr",400 BCE
urn:cts:greekLit:tlg1753,"Xenion, Historicus, ca. 3.Jh.v.Chr",post 400 BCE
urn:cts:greekLit:tlg0519,"Xeno, Comicus, 4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg0316,"Xenocles, Tragicus,  5. Jh. v. Chr.",500 BCE
urn:cts:greekLit:tlg1009,"Xenocrates, of Aphrodisias, 1st cent.",100 CE
urn:cts:greekLit:tlg2174,"Xenocrates, Historicus, Person der Antike",Unknown
urn:cts:greekLit:tlg0634,"Xenocrates, of Chalcedon, approximately 396 B.C.-approximately 314 B.C.",400 BCE
urn:cts:greekLit:tlg0091,Xenocritus Rhodius ca. 1. Jh. v. Chr,300 BCE-50 CE
urn:cts:greekLit:tlg2306,"Xenomedes, Ceus, 5. Jh. v. Chr",500 BCE
urn:cts:greekLit:tlg0267,"Xenophanes, ca. 570-ca. 478 B.C.",600 BCE-500 BCE
urn:cts:greekLit:tlg2241,Xenophilus,400 BCE
urn:cts:greekLit:tlg2518,"Xenophilus, Historicus, ca. 3.Jh.v.Chr",300 BCE
urn:cts:greekLit:tlg0032,Xenophon,500 BCE-400 BCE
urn:cts:greekLit:tlg1754,Xenophontis Epistulae,500 BCE-400 BCE
urn:cts:greekLit:tlg0641,"Xenephon, of Ephesus",200 CE
urn:cts:greekLit:tlg2229,Xuthus,500 BCE
urn:cts:greekLit:tlg2831,"Zacharias, Bishop of Mytilene",500 CE-600 CE
urn:cts:greekLit:tlg0601,"Zaleucus, fl. 650 B.C.",650 BCE
urn:cts:greekLit:tlg0076,"Zelotus, Epigrammaticus, Person der Antike",Unknown
urn:cts:greekLit:tlg2276,"Zenis, Chius, v4. Jh",400 BCE
urn:cts:greekLit:tlg0635,"Zeno, the Stoic",400 BCE-300 BCE
urn:cts:greekLit:tlg0595,"Zeno, of Elea",500 BCE
urn:cts:greekLit:tlg2364,"Zeno, Rhodius, v3./2. Jh",300 BCE-200 BCE
urn:cts:greekLit:tlg2294,"Zeno, Tarsensis, 3./2. Jh. v. Chr.",300 BCE-200 BCE
urn:cts:greekLit:tlg2167,"Zenobia, Queen of Palmyra",300 CE
urn:cts:greekLit:tlg0098/0596,"Zenobius, 2nd. cent.",200 CE
urn:cts:greekLit:tlg0597,"Zenodorus Grammaticus, v2./1. Jh.",100 CE-200 CE
urn:cts:greekLit:tlg0590,"Zenodotus, Ephesius, v330-v260",400 BCE-300 BCE
urn:cts:greekLit:tlg0600,"Zenodotus Stoicus, 2 Jh. v. Chr.",200 BCE?
urn:cts:greekLit:tlg0354,"Zenodotus, Tragicus, Person der Antike",Unknown
urn:cts:greekLit:tlg2250,"Zenodotous, Troezenius, v. 2. Jh.",200 BCE
urn:cts:greekLit:tlg0128,Zoilus Amphipolitanus 4. Jh. v. Chr,400 BCE
urn:cts:greekLit:tlg4243,"Zonaeus, Sophista, 2./3. Jh. n. Chr. bzw. 5./6. Jh. n. Chr.",200 CE-600 CE
urn:cts:greekLit:tlg3135,"Zonaras, Joannes, 12th cent.",1100 CE-1200 CE
urn:cts:greekLit:tlg3136,Pseudo-Zonaras,1300 CE
urn:cts:greekLit:tlg0164,"Diodorus, Zonas, fl.um 100 v. Chr.",100 BCE
urn:cts:greekLit:tlg0130,"Zopyrus, Magnes,  4./3. Jh. v. Chr.",400 BCE-300 BCE
urn:cts:greekLit:tlg0129,"Zopyrus, Historicus, Person der Antike",Unknown
urn:cts:greekLit:tlg1116,"Zopyrus, Alexandrinus, 2./1. Jh. v. Chr. bzw. 1. Jh. n. Chr.",200 BCE-100 BCE
urn:cts:greekLit:tlg0355,"Zopyrus Tragicus, 4./3. Jh. v. Chr",400 BCE-300 BCE
urn:cts:greekLit:tlg4319,"Zosimus, Panopolitanus, 4. Jh.",300 CE-400 BCE
urn:cts:greekLit:tlg1755,"Zosimus, Thasius, fl. 1. Jh. v. Chr.",200 BCE-100 CE
urn:cts:greekLit:tlg2687,"Zosimus, Epigrammaticus, fl.3./4. Jh. n. Chr.",400 CE-300 BCE
urn:cts:greekLit:tlg4084,Zosimus,500 CE
